customer_id,customer_name,customer_email,industry_type,customer_priority_class,contract_type,preferred_transport_mode,credit_rating,region,destination_city
CUST-0426,HCC Ltd Unit-9,procurement@hccindia.com,Construction,High,Quarterly,Road,BBB,Andhra Pradesh,Vijayawada
CUST-0427,NCC Ltd Unit-9,supply@nccltd.in,Construction,Low,Spot,Road,A,Rajasthan,Jodhpur
CUST-0428,Dilip Buildcon Unit-9,logistics@dilipbuildcon.com,Infrastructure,Low,Long-Term,Road,AA,Tamil Nadu,Madurai
CUST-0429,PNC Infratech Unit-9,materials@pncinfratech.com,Infrastructure,High,Long-Term,Rail,AA,Chhattisgarh,Raipur
CUST-0430,Ashoka Buildcon Unit-9,freight@ashokabuildcon.com,Infrastructure,Low,Spot,Road,AA,Rajasthan,Kota
CUST-0431,Indian Railways (SCR) Unit-9,gm.scr@indianrailways.gov.in,Railways,High,Spot,Rail,BBB,Jharkhand,Ranchi
CUST-0432,Indian Railways (ECR) Unit-9,gm.ecr@indianrailways.gov.in,Railways,High,Spot,Rail,AAA,West Bengal,Howrah
CUST-0433,Indian Railways (WR) Unit-9,gm.wr@indianrailways.gov.in,Railways,High,Long-Term,Rail,AAA,Jharkhand,Dhanbad
CUST-0434,DRDO Pune Unit-9,logistics@drdo.gov.in,Defence,High,Spot,Rail,AA,Jharkhand,Jamshedpur
CUST-0435,HAL Bengaluru Unit-9,materials@hal-india.co.in,Defence,High,Long-Term,Rail,AA,Chhattisgarh,Bhilai
CUST-0436,BEL Hyderabad Unit-9,procurement@bel-india.in,Defence,High,Quarterly,Rail,BBB,West Bengal,Durgapur
CUST-0437,BEML Bengaluru Unit-9,supply@beml.co.in,Defence,Medium,Annual,Rail,AA,Odisha,Rourkela
CUST-0438,Maruti Suzuki Unit-9,supply.chain@maruti.co.in,Automotive,Low,Annual,Rail,BB,Uttar Pradesh,Allahabad
CUST-0439,Tata Motors Unit-9,vendor@tatamotors.com,Automotive,High,Long-Term,Rail,AAA,Uttar Pradesh,Varanasi
CUST-0440,Mahindra & Mahindra Unit-9,supply@mahindra.com,Automotive,Medium,Spot,Road,A,Jharkhand,Bokaro
CUST-0441,Hero MotoCorp Unit-9,procurement@heromotocorp.com,Automotive,Low,Spot,Road,A,Maharashtra,Mumbai
CUST-0442,Bajaj Auto Unit-9,vendor@bajajauto.com,Automotive,High,Long-Term,Rail,AA,Delhi,Delhi
CUST-0443,TVS Motor Unit-9,supply@tvsmotor.com,Automotive,High,Quarterly,Road,BBB,West Bengal,Kolkata
CUST-0444,Ashok Leyland Unit-9,materials@ashokleyland.com,Automotive,Medium,Long-Term,Rail,BB,Tamil Nadu,Chennai
CUST-0445,Kirloskar Brothers Unit-9,purchase@kirloskarbros.com,Manufacturing,Medium,Annual,Rail,BBB,Telangana,Hyderabad
CUST-0446,Thermax Ltd Unit-9,procurement@thermax.com,Manufacturing,Medium,Annual,Rail,AA,Maharashtra,Pune
CUST-0447,Cummins India Unit-9,vendor@cummins.com,Manufacturing,High,Quarterly,Road,AA,Gujarat,Ahmedabad
CUST-0448,ABB India Unit-9,supply@abb.com,Manufacturing,Low,Annual,Road,A,Gujarat,Surat
CUST-0449,Siemens India Unit-9,logistics@siemens.com,Manufacturing,Medium,Quarterly,Road,AA,Rajasthan,Jaipur
CUST-0450,Alstom India Unit-9,procurement@alstom.com,Manufacturing,High,Long-Term,Rail,A,Uttar Pradesh,Lucknow
CUST-0451,Tata Steel Ltd Unit-10,procurement@tatasteel.com,Steel,High,Annual,Rail,A,Uttar Pradesh,Kanpur
CUST-0452,JSW Steel Unit-10,logistics@jsw.in,Steel,High,Long-Term,Rail,A,Maharashtra,Nagpur
CUST-0453,RINL Vizag Unit-10,dispatch@rinl.co.in,Steel,High,Spot,Rail,BBB,Andhra Pradesh,Visakhapatnam
CUST-0454,JSPL Raigarh Unit-10,supply@jspl.com,Steel,High,Long-Term,Rail,A,Madhya Pradesh,Bhopal
CUST-0455,Essar Steel Unit-10,freight@essar.com,Steel,Medium,Quarterly,Rail,AAA,Bihar,Patna
CUST-0456,SAIL Durgapur Unit-10,logistics.dsp@sail.in,Steel,Medium,Spot,Rail,AAA,Punjab,Ludhiana
CUST-0457,Bhushan Steel Unit-10,purchase@bhushansteel.com,Steel,High,Long-Term,Road,A,Uttar Pradesh,Agra
CUST-0458,Uttam Galva Unit-10,supply@uttamgalva.com,Steel,Medium,Spot,Rail,A,Gujarat,Vadodara
CUST-0459,Rashtriya Ispat Nigam Unit-10,logistics@rinl.co.in,Steel,Low,Quarterly,Rail,AA,Maharashtra,Nashik
CUST-0460,Kalyani Steels Unit-10,procurement@kalyanisteels.com,Steel,High,Long-Term,Rail,A,Haryana,Faridabad
CUST-0461,Mahindra Steel Unit-10,steel.logistics@mahindra.com,Steel,Low,Annual,Road,BBB,Uttar Pradesh,Meerut
CUST-0462,L&T Construction Unit-10,materials@larsentoubro.com,Construction,High,Long-Term,Rail,BBB,Gujarat,Rajkot
CUST-0463,Adani Ports Unit-10,freight@adaniports.com,Infrastructure,Low,Quarterly,Rail,A,Tamil Nadu,Coimbatore
CUST-0464,GMR Infrastructure Unit-10,logistics@gmrgroup.in,Infrastructure,Medium,Annual,Rail,AA,Madhya Pradesh,Jabalpur
CUST-0465,Hindustan Zinc Unit-10,purchase@hindzinc.com,Mining,High,Quarterly,Road,AA,Madhya Pradesh,Gwalior
CUST-0466,Vedanta Resources Unit-10,supply@vedanta.co.in,Mining,Low,Spot,Rail,A,Andhra Pradesh,Vijayawada
CUST-0467,NMDC Ltd Unit-10,logistics@nmdc.co.in,Mining,Medium,Spot,Rail,AA,Rajasthan,Jodhpur
CUST-0468,Coal India Ltd Unit-10,material@coalindia.in,Mining,Medium,Long-Term,Rail,A,Tamil Nadu,Madurai
CUST-0469,NTPC Ltd Unit-10,procurement@ntpc.co.in,Power,High,Quarterly,Road,A,Chhattisgarh,Raipur
CUST-0470,BHEL Trichy Unit-10,materials.trichy@bhel.in,Manufacturing,High,Annual,Rail,AAA,Rajasthan,Kota
CUST-0471,Larsen & Toubro Unit-10,procurement@lntecc.com,Construction,Medium,Long-Term,Road,AAA,Jharkhand,Ranchi
CUST-0472,Shapoorji Pallonji Unit-10,logistics@shapoorji.com,Construction,Low,Long-Term,Road,AA,West Bengal,Howrah
CUST-0473,Gammon India Unit-10,supply@gammonindia.com,Construction,Medium,Long-Term,Rail,BBB,Jharkhand,Dhanbad
CUST-0474,Afcons Infrastructure Unit-10,materials@afcons.com,Construction,Medium,Long-Term,Rail,A,Jharkhand,Jamshedpur
CUST-0475,IRB Infrastructure Unit-10,logistics@irb.co.in,Infrastructure,Medium,Annual,Road,AA,Chhattisgarh,Bhilai
CUST-0476,HCC Ltd Unit-10,procurement@hccindia.com,Construction,Low,Annual,Rail,BBB,West Bengal,Durgapur
CUST-0477,NCC Ltd Unit-10,supply@nccltd.in,Construction,Low,Annual,Rail,A,Odisha,Rourkela
CUST-0478,Dilip Buildcon Unit-10,logistics@dilipbuildcon.com,Infrastructure,High,Spot,Rail,A,Uttar Pradesh,Allahabad
CUST-0479,PNC Infratech Unit-10,materials@pncinfratech.com,Infrastructure,Medium,Long-Term,Rail,BBB,Uttar Pradesh,Varanasi
CUST-0480,Ashoka Buildcon Unit-10,freight@ashokabuildcon.com,Infrastructure,High,Spot,Rail,AAA,Jharkhand,Bokaro
CUST-0481,Indian Railways (SCR) Unit-10,gm.scr@indianrailways.gov.in,Railways,High,Spot,Rail,AA,Maharashtra,Mumbai
CUST-0482,Indian Railways (ECR) Unit-10,gm.ecr@indianrailways.gov.in,Railways,High,Spot,Rail,A,Delhi,Delhi
CUST-0483,Indian Railways (WR) Unit-10,gm.wr@indianrailways.gov.in,Railways,High,Spot,Rail,AA,West Bengal,Kolkata
CUST-0484,DRDO Pune Unit-10,logistics@drdo.gov.in,Defence,High,Spot,Rail,A,Tamil Nadu,Chennai
CUST-0485,HAL Bengaluru Unit-10,materials@hal-india.co.in,Defence,High,Spot,Rail,AA,Telangana,Hyderabad
CUST-0486,BEL Hyderabad Unit-10,procurement@bel-india.in,Defence,High,Spot,Road,AAA,Maharashtra,Pune
CUST-0487,BEML Bengaluru Unit-10,supply@beml.co.in,Defence,Medium,Spot,Rail,AA,Gujarat,Ahmedabad
CUST-0488,Maruti Suzuki Unit-10,supply.chain@maruti.co.in,Automotive,Medium,Long-Term,Rail,A,Gujarat,Surat
CUST-0489,Tata Motors Unit-10,vendor@tatamotors.com,Automotive,Low,Annual,Rail,AA,Rajasthan,Jaipur
CUST-0490,Mahindra & Mahindra Unit-10,supply@mahindra.com,Automotive,Medium,Quarterly,Rail,AAA,Uttar Pradesh,Lucknow
CUST-0491,Hero MotoCorp Unit-10,procurement@heromotocorp.com,Automotive,Low,Long-Term,Rail,BBB,Uttar Pradesh,Kanpur
CUST-0492,Bajaj Auto Unit-10,vendor@bajajauto.com,Automotive,Low,Spot,Rail,AA,Maharashtra,Nagpur
CUST-0493,TVS Motor Unit-10,supply@tvsmotor.com,Automotive,Low,Annual,Rail,AA,Andhra Pradesh,Visakhapatnam
CUST-0494,Ashok Leyland Unit-10,materials@ashokleyland.com,Automotive,Medium,Long-Term,Rail,AAA,Madhya Pradesh,Bhopal
CUST-0495,Kirloskar Brothers Unit-10,purchase@kirloskarbros.com,Manufacturing,High,Spot,Rail,AA,Bihar,Patna
CUST-0496,Thermax Ltd Unit-10,procurement@thermax.com,Manufacturing,Medium,Spot,Rail,AA,Punjab,Ludhiana
CUST-0497,Cummins India Unit-10,vendor@cummins.com,Manufacturing,High,Spot,Rail,A,Uttar Pradesh,Agra
CUST-0498,ABB India Unit-10,supply@abb.com,Manufacturing,Medium,Long-Term,Road,AA,Gujarat,Vadodara
CUST-0499,Siemens India Unit-10,logistics@siemens.com,Manufacturing,Low,Quarterly,Rail,BBB,Maharashtra,Nashik
CUST-0500,Alstom India Unit-10,procurement@alstom.com,Manufacturing,Medium,Spot,Road,BBB,Haryana,Faridabad
